POTTERED,ASANUNPERFECTACTORON,PGTGY ETHGT XVXRG WDFHG 
THEORIES,MINEEYEHATHPLAYDTHEP,FPRSV GIZTA LDCIC VMOID 
CHECKOUT,LETTHOSEWHOAREINFAVO,NLXVR CMXYO SCBSC GHHZQ 
COSTLIER,LORDOFMYLOVETOWHOMIN,NCJWZ NQPNC NXEWA YQAAG 
INHALERS,WEARYWITHTOILIHASTEM,ERHRJ AZLPG VIWMY SAGLM 
FUNERALS,HOWCANITHENRETURNINH,MIJGR NTLMY AVVTF JSCAL 
INSTATED,WHENINDISGRACEWITHFO,EUWGI GHLAT JTCXA LBUXH 
FOLLOWER,WHENTOTHESESSIONSOFS,BVPYH KXYJG PDGES EXCQD 
READINGS,THYBOSOMISENDEAREDWI,KLYEW FUEZW EQLRG JVHWL 
TRAPPERS,IFTHOUSURVIVEMYWELLC,BWTWD YJMKM IKTQP OXCLR 
HUMANIST,FULLMANYAGLORIOUSMOR,MOXLZ IFRHA XOEQG NZGAR 
NUMERACY,WHYDIDSTTHOUPROMISES,JBKHZ DURGB AYGRQ KVMQW 
FUSSIEST,NOMOREBEGRIEVEDATTHA,SIEGZ ITXLL AWDIV TYNZS 
HAYFIELD,LETMECONFESSTHATWETW,SERRM GZQME QXBLL WDERB 
SHANTIES,ASADECREPITFATHERTAK,SZAQX KVWHP TSTBL WJAAX 
EQUIPPED,HOWCANMYMUSEWANTSUBJ,LEQKP CQBQK MMLPR WWKVR 
DEBUGGER,OHOWTHYWORTHWITHMANN,RLPQZ NCNRV UBCOX YPEOH 
OVERCOME,TAKEALLMYLOVESMYLOVE,HVOVC ZXQMG SMGGY CZJZV 
PRETTILY,THOSEPETTYWRONGSTHAT,IYSLX XPRIP AKHVR QIYEM 
SALUTARY,THATTHOUHASTHERITISN,LHLNM HFSZA DNAEI GLIDH 
ENLARGER,WHENMOSTIWINKTHENDOM,AUPND UWKMJ TNBZL VRQZM 
COMPLETE,IFTHEDULLSUBSTANCEOF,KTFWP HNPNG GQDXT RESAU 
COASTERS,THEOTHERTWOSLIGHTAIR,VVEGM LVJVK OKEMX ZVOIJ 
CADDYING,MINEEYEANDHEARTAREAT,OIQHC GRGPD KHYZG GTEDW 
SPATULAS,BETWIXTMINEEYEANDHEA,TTTPC ITEAC EXSPA FVWET 
ENMITIES,HOWCAREFULWASIWHENIT,LBIKT ZIXYY IILQA ZIAUB 
QUANTITY,AGAINSTTHATTIMEIFEVE,QAAVG AMRXU TGBUX GVYVR 
SEXTANTS,HOWHEAVYDOIJOURNEYON,ZSTAE NOQVS FCOHK FWCLG 
COURTIER,THUSCANMYLOVEEXCUSET,VVOJV IRDAZ IMXMB TWGYK 
GLADDENS,SOAMIASTHERICHWHOSEB,YZAPL EFLNP RLFLJ ZUDEE 
CONTOURS,WHATISYOURSUBSTANCEW,YVNMW MPGWF FNPMK SPQRP 
LIFEBOAT,OHOWMUCHMOREDOTHBEAU,ZPTAN ICAXW WIECT AMMFY 
PRACTISE,NOTMARBLENORTHEGILDE,CFTOT ZTPTE OTMPW KXCDG 
COUSCOUS,SWEETLOVERENEWTHYFOR,UKYWV ZINGF YFGKN ZATIJ 
RESIDUES,BEINGYOURSLAVEWHATSH,SIAVJ SSMIW DIYYA ZRXKP 
FRICTION,THATGODFORBIDTHATMAD,YYIVZ WRSTI JKWBV NYDIF 
CABARETS,IFTHEREBENOTHINGNEWB,KFUHV VXTGN PTYMG YPEXB 
RAVENOUS,LIKEASTHEWAVESMAKETO,CIFIN GNZVW VZRGG SBEOS 
HARPISTS,ISITTHYWILLTHYIMAGES,PSZIB ZROPL CIPQB EHGVH 
LIFEWORK,SINOFSELFLOVEPOSSESS,DQSSB GVVQT TZADF CDMXW 
UTILISES,AGAINSTMYLOVESHALLBE,UZITV KXESE WGMKL SFEJP 
WAVELETS,WHENIHAVESEENBYTIMES,SHZRT LTNAS ZIYFR LEMZW 
ENCROACH,SINCEBRASSNORSTONENO,WVPTS BTHWF PFFSV VRRPF 
MONSTERS,TIREDWITHALLTHESEFOR,FWEWW AZLTO YDMLV KQTBJ 
REDSHIFT,AHWHEREFOREWITHINFEC,RLZZL ZJYFV HOPBM BEJHU 
CAMPAIGN,THUSISHISCHEEKTHEMAP,VHGHI ANVUC TTESZ UGMME 
MANTRAPS,THOSEPARTSOFTHEETHAT,FHBLV PPJFS BYKHT WFHNM 
BAPTISTS,THATTHOUARTBLAMEDSHA,UHPMB ZHMBR IUTSF WESWT 
COSSACKS,NOLONGERMOURNFORMEWH,PCDGN IOJOC MJNHY JOSOZ 
LARYNXES,OLESTTHEWORLDSHOULDT,ZLVQG QLWHO IJQPL GFLUR 
UPRAISED,THATTIMEOFYEARTHOUMA,NWRTB AQHIU PEIJX KIJDA 
BRIEFING,BUTBECONTENTEDWHENTH,CLBFJ KBTUV VXJLJ NFEBL 
VERTICES,SOAREYOUTOMYTHOUGHTS,NSRKM ASMOS DRBJS MBLKL 
BILLABLE,WHYISMYVERSESOBARREN,XPJTS NJZFZ DPSPM ESZPY 
SOBERING,THYGLASSWILLSHOWTHEE,LVZKC IFYOW MPJPB CLVFI 
RADIALLY,SOOFTHAVEIINVOKEDTHE,JORNT SLTVI LVVZV CUTKM 
DRAFTIER,WHILSTIALONEDIDCALLU,ZYIQL BMROF NJWQH TDCLZ 
SHELLING,OHOWIFAINTWHENIOFYOU,GOSHT NNOFA ASPVV UXFSF 
SATIATED,ORISHALLLIVEYOUREPIT,GRBAH TPODI OMYHY UWPBB 
PINKNESS,IGRANTTHOUWERTNOTMAR,XOEKA XLZDC JOEXF GIUNB 
ALLEGING,INEVERSAWTHATYOUDIDP,IYPZK ZFGWE SEZGB ADTOT 
LABELLED,WHOISITTHATSAYSMOSTW,HHPMD TXWSA UWLJW PZSUA 
AMBUSHED,MYTONGUETIEDMUSEINMA,MKUIF NYHTU FXEBW HIZNU 
DREAMIER,WASITTHEPROUDFULLSAI,ZRWIF BLVSI SUPNY COJEI 
WARBLING,FAREWELLTHOUARTTOODE,BAIFH MYRPH FVLZG ZKOUF 
STALLING,WHENTHOUSHALTBEDISPO,OAEYE PBAKA AWEJR JALPZ 
SNOWIEST,SAYTHATTHOUDIDSTFORS,KNMPP ELMZB IZQHK MXBFO 
FAREWELL,THENHATEMEWHENTHOUWI,YHVRD EEPRE NLARE STUNM 
THEISTIC,SOMEGLORYINTHEIRBIRT,LVQMY EWTRP RBZXQ TUPVB 
ELICITED,BUTDOTHYWORSTTOSTEAL,FFBFW MLBAZ ZUBMS VXPIN 
WEAPONRY,SOSHALLILIVESUPPOSIN,OSSWO YCGHM VTGHG NKWIC 
DECLINED,THEYTHATHAVEPOWERTOH,WLGJB UEWKE XPXBA HUXQS 
DIEHARDS,HOWSWEETANDLOVELYDOS,KWAZW VHLDV HSOMH DBLSZ 
HARDBACK,SOMESAYTHYFAULTISYOU,ZODHT AADOY WDVLV SZYFX 
SHUFFLER,HOWLIKEAWINTERHATHMY,ZVQQN VIROP HYJCL RLOGD 
WALLOWED,FROMYOUHAVEIBEENABSE,BRZXM KYKWV PTPAI QWBDP 
ANTIGENS,THEFORWARDVIOLETTHUS,TUXNU VJSRQ OQUPR LTUNA 
MOLARITY,WHEREARTTHOUMUSETHAT,IVPRV IKRFV ZUDCL CFVLT 
RURALIST,OTRUANTMUSEWHATSHALL,FNIUL VLFLM VWSIL LYUCL 
ENCUMBER,MYLOVEISSTRENGTHENDT,QLNIH FMJWG TYZHX YIAFN 
TROUNCED,ALACKWHATPOVERTYMYMU,TCOWX YLDMG CPRTX BFPAO 
IMPLYING,TOMEFAIRFRIENDYOUNEV,BABPD IVXND XPLLL UCZTG 
RECANTED,LETNOTMYLOVEBECALLDI,CIVNB MQBCS XEOXG DCPFI 
YELLINGS,WHENINTHECHRONICLEOF,ULPYQ AZZCG SCWAO UJIZQ 
UNTURNED,WHENINTHECHRONICLEOF,QUXHZ AXKYP ALFAM FFRHZ 
LEAKIEST,NOTMINEOWNFEARSNORTH,YSTWQ RWHHR FOIVK GZVTR 
CRAMPONS,WHATSINTHEBRAINTHATI,YYAFH WALJV BDPWA LJRTU 
DIABETES,ONEVERSAYTHATIWASFAL,RVEWI KWSBB HBXBA SVNAM 
WAGGLING,ALASTISTRUEIHAVEGONE,WLGYE QFZNU KOSII KCOTK 
MUSTERED,OFORMYSAKEDOYOUWITHF,AZGKQ PWDWY VHCFY ZUNZY 
SPLICING,YOURLOVEANDPITYDOTHT,QDFZN WIKSC OXKBL JGISB 
ABSCONDS,SINCEILEFTYOUMINEEYE,SJFES VOWFU QQIZL FEFQG 
ENNOBLED,ORWHETHERDOTHMYMINDB,SEJVF ELHVQ BHIXC PMAQP 
TRUSTEES,THOSELINESTHATIBEFOR,MYIKX PMFXJ NZTXM TXWIJ 
PROMOTES,LETMENOTTOTHEMARRIAG,AVHYS GSLIF HTSFE JGZOS 
CLEARUPS,ACCUSEMETHUSTHATIHAV,CNGUJ YBWVS YSKBP LKSEV 
SUPPLIED,LIKEASTOMAKEOURAPPET,DCZTL AXREU ZTZCV DHJTI 
GUNSHOTS,WHATPOTIONSHAVEIDRUN,CBNLW CMAUH FZHJX AJLHF 
MISTAKES,THATYOUWEREONCEUNKIN,FPSMY YYOQZ WHNMI MZSAG 
CROCHETS,TISBETTERTOBEVILETHA,VZGDL XMWTK CDLZB DGKVC 
DUNGHILL,THYGIFTTHYTABLESAREW,WBLMP NEEKS GGITP DDLRC 
FILIGREE,NOTIMETHOUSHALTNOTBO,SWEQS VXLTC DPGCX RTBMW 
SHOWERED,IFMYDEARLOVEWEREBUTT,AMAUH VEUDV JAAVV HTBHP 
TACITURN,WERETAUGHTTOMEIBORET,PETMM ULTAT VWFYZ OHRGB 
ZONATION,OTHOUMYLOVELYBOYWHOI,NHUON UMYNJ RLRJC LVVBI 
ASCRIBED,INTHEOLDAGEBLACKWASN,IFVYM PPGAY GSTBG NWSUE 
CONTAINS,HOWOFTWHENTHOUMYMUSI,JCJHF BJZGB GAOCZ QOIFB 
DEPOSITS,THEEXPENSEOFSPIRITIN,WLTSP XXFVI DTKXB JLXXB 
DEVIANCE,MYMISTRESSEYESARENOT,PCHQS GTIVW ZGEFC VHRJB 
ESCAPISM,THOUARTASTYRANNOUSSO,XZQUP ZLMWL ARPVF AYKUO 
CYPRIOTS,THINEEYESILOVEANDTHE,VFXEM SRWUG AFDST FFRWV 
TWEAKING,BESHREWTHATHEARTTHAT,UAWHB MJZAW XHOIE ZMDET 
ANNEALER,SONOWIHAVECONFESSDTH,SBASW TLRVR PSNQI JSQGL 
TWITCHES,WHOEVERHATHHERWISHTH,PDWXX LVZTP PAGYA ALDBA 
RIBALDRY,IFTHYSOULCHEQUETHEET,ZNUHJ VFSCK IEBXV RYMFT 
DOGGEREL,THOUBLINDFOOLLOVEWHA,WVUAF CMYGT UUPCS GHKNG 
HANDYMAN,WHENMYLOVESWEARSTHAT,DHRQK KLBCE FZCMR FAHNW 
CRUSADED,OCALLNOTMETOJUSTIFYT,QTUDL QSWOV NGJXW WKWSL 
CASEWORK,BEWISEASTHOUARTCRUEL,DEOMO SRCVH GYWFK MTUWP 
OFFICIAL,INFAITHIDONOTLOVETHE,WSKIK BHTRT SWVTO GSYMM 
UNFROZEN,LOVEISMYSINANDTHYDEA,FBAVW RQLMV SRBCX USQJR 
PASTIMES,LOASACAREFULHOUSEWIF,AOSLI OEJTF MEPAY KTWAY 
PROLONGS,TWOLOVESIHAVEOFCOMFO,INCWC IKKXY OGSBL UDDTZ 
NECKBAND,THOSELIPSTHATLOVESOW,GLQCF LVSFX JKULB YRWQG 
SCULLERY,POORSOULTHECENTREOFM,HQICD SLJLJ YNPRK PWQZX 
FREEDOMS,MYLOVEISASAFEVERLONG,RPPSY SUKFJ EJHJQ JQFRK 
SEATINGS,OMEWHATEYESHATHLOVEP,GQEPP NZWQI SAIGN DGZEI 
LEAFLESS,CANSTTHOUOCRUELSAYIL,NENXE XZGFS CWFID KLCIQ 
ALLEGORY,OFROMWHATPOWERHASTTH,OQCSS KYYTA ZAKFY YSEEL 
PERFECTS,LOVEISTOOYOUNGTOKNOW,ASMJM UMGDC FZRIM GZRFB 
CYTOLOGY,INLOVINGTHEETHOUKNOW,KLECG WTEVF XSEVU SMLHK 
PEEPHOLE,CUPIDLAIDBYHISBRANDA,RYTXK ZLMSF CWPGM VPRHP 
SHABBILY,THELITTLELOVEGODLYIN,LOEMJ BEJWS OWFOZ BDFIO 
STRAITEN,FROMFAIRESTCREATURES,XKFMN TMEWL KCZXE GMKVS 
CADAVERS,WHENFORTYWINTERSSHAL,YHHNA SILAW LNOII KUHDL 
BYPASSES,LOOKINTHYGLASSANDTEL,MMDKA FXZZE AAKKE FERTL 
MAIDENLY,UNTHRIFTYLOVELINESSW,GNBKV VQRKL WYIYT LQSAZ 
FORSWORN,THOSEHOURSTHATWITHGE,YVFKA VFHWG KZWHN VYVXW 
PINHEADS,THENLETNOTWINTERSRAG,IPRUP EWFDB JPRTH JHZNN 
WARRIORS,LOINTHEORIENTWHENTHE,HOZEB VVGNI VEBKY WJTYV 
DINGDONG,MUSICTOHEARWHYHEARST,PCFOF HBNHI ECKMU KDZFZ 
INEDIBLE,ISITFORFEARTOWETAWID,QFMWN PCJMN VWWXP XIJMG 
DIGESTER,FORSHAMEDENYTHATTHOU,IWXWZ TQVGM TCLAE KWPUY 
BIWEEKLY,ASFASTASTHOUSHALTWAN,BABEW DLQUP KYWRL JUEWR 
SWIMMERS,WHENIDOCOUNTTHECLOCK,ODMZU HFUGQ VFFLV UDKKW 
ANECHOIC,OTHATYOUWEREYOURSELF,OGLCA MWWWR VGFCC TSRPH 
EXTENDED,NOTFROMTHESTARSDOIMY,RLMJE RQWLB LXNUW GSFFC 
NOVEMBER,WHENICONSIDEREVERYTH,JVZRU DSEFW YIDFZ VEMOL 
PAYLOADS,BUTWHEREFOREDONOTYOU,QURHV EUWUO PPROQ GIYMF 
PERCALES,WHOWILLBELIEVEMYVERS,LLFYI WPTTP ZGVPQ QKIIU 
DUALISMS,SHALLICOMPARETHEETOA,VBAWT AOGPJ ACMLT WHNOL 
SUCKLING,DEVOURINGTIMEBLUNTTH,VYXYF ZVTYN KWPJY AFNVR 
SLAPPING,AWOMANSFACEWITHNATUR,SHOBP VFLSN ELXBU TSEUG 
MODIFIES,SOISITNOTWITHMEASWIT,ECLAN BRGFK LBMUI SEKLB 
ETHNICAL,MYGLASSSHALLNOTPERSU,QRNYI USDLT SYVQT AIKZH 
HITTABLE,ASANUNPERFECTACTORON,HATGU OAIYN XVTBN XVZHG 
MONALISA,MINEEYEHATHPLAYDTHEP,YWAEP GWHMH UPWIQ DFVRP 
OFFENDER,LETTHOSEWHOAREINFAVO,ZJYXU RWVKM TEEHM ETFAS 
REDOUBTS,LORDOFMYLOVETOWHOMIN,CSURI GFQCS YSNPP ZFQLB 
SMUGNESS,WEARYWITHTOILIHASTEM,OQUXL AALZF IOYMZ SKFYS 
BANQUETS,HOWCANITHENRETURNINH,IOJSU RBLIE AHYXN JOIAX 
OVERRODE,WHENINDISGRACEWITHFO,KCIEZ BGMGB VRTSZ MHCJF 
PRIESTLY,WHENTOTHESESSIONSOFS,LYMRL HEFTJ MWKBZ LHFNW 
OVERHAUL,THYBOSOMISENDEAREDWI,HCCSV SIXWN IEKEU CSYAZ 
BLOCKADE,IFTHOUSURVIVEMYWELLC,JQHJY UVYSG WXOMB AFWZE 
DIURETIC,FULLMANYAGLORIOUSMOR,ICFCQ TVADO FFVBW WVUII 
SNARLING,WHYDIDSTTHOUPROMISES,OUYUT LFZLU OLAZB SAFEJ 
ADVISERS,NOMOREBEGRIEVEDATTHA,NRHWJ ISWGU DMNIU STWCI 
COMBATED,LETMECONFESSTHATWETW,NSFNE VSQHS ETTAE WYSFX 
QUINTETS,ASADECREPITFATHERTAK,QMIQX GKWFC BSTXA WHNIX 
RIBOSOME,HOWCANMYMUSEWANTSUBJ,YWXQS BYCDC TSOOZ XJCCX 
UNSPOILT,OHOWTHYWORTHWITHMANN,IUGLH PJPIE LWKQE AGNFC 
SPIRITED,TAKEALLMYLOVESMYLOVE,LPSVI EPPQA WMMLQ BDDDV 
BURGLARY,THOSEPETTYWRONGSTHAT,UBFYP PVRUS NXZNX QUBRZ 
PENUMBRA,THATTHOUHASTHERITISN,ILNNF IFUWE FNTFI IIMFH 
ANIMATOR,WHENMOSTIWINKTHENDOM,WUMZM HGKIJ QZKMV VNQWY 
OPERANDS,IFTHEDULLSUBSTANCEOF,WUXYE QXDZH YSSGD FQTSW 
GRADUAND,THEOTHERTWOSLIGHTAIR,ZYERN HRUZN OVFIT KZRIU 
REVELLER,MINEEYEANDHEARTAREAT,DMIIP JIREH CILCX RIIVX 
CLEMATIS,BETWIXTMINEEYEANDHEA,DPXII QBEKY IQYXI FFSIM 
BIFOCALS,HOWCAREFULWASIWHENIT,IWBQC RPXVT BOUIH ZFVNH 
CORDONED,AGAINSTTHATTIMEIFEVE,CURLB FXWJO KWWZI LHSMH 
UNBUTTON,HOWHEAVYDOIJOURNEYON,BBXBX TJLXB JDHNF AYLPH 
TWIRLING,THUSCANMYLOVEEXCUSET,MDCJN IASRH WMPMK INOMK 
QUARTETS,SOAMIASTHERICHWHOSEB,IIADB ELLXY RZVLP ZEMES 
SMELLIER,WHATISYOURSUBSTANCEW,OTEET ACFMD WFMAX RFOIH 
KNOCKING,OHOWMUCHMOREDOTHBEAU,YUCYW CPNWB FGNWG NLROW 
HORMONAL,NOTMARBLENORTHEGILDE,UCKYO EBWLB FDHUE RPZUQ 
SPRAYING,SWEETLOVERENEWTHYFOR,KLVER TBBWG VNCEG NQUFR 
SATURDAY,BEINGYOURSLAVEWHATSH,TEBHX BOSJS EUMHW FSTLB 
WOOLLIES,THATGODFORBIDTHATMAD,PVOER WHXKF PTOBL SPAOO 
HUMIDITY,IFTHEREBENOTHINGNEWB,PZFPH ZXZLH ABKQG EUYIJ 
BRINDLED,LIKEASTHEWAVESMAKETO,MZSRD DXKFN IIHDQ DLVBB 
CARBONYL,ISITTHYWILLTHYIMAGES,KSZUH UWHKL CUVLG XCGVT 
CONTEXTS,SINOFSELFLOVEPOSSESS,UWAHJ PXDHZ BOIMH KUSFL 
DISCLAIM,AGAINSTMYLOVESHALLBE,DOSKY SBYBT GXPSP MOTTG 
DISPENSE,WHENIHAVESEENBYTIMES,ZPWCM USZHA WTROQ XLUWH 
EMBALMED,SINCEBRASSNORSTONENO,WUOCP NVDWE OOCEX RRQOO 
COLONISE,TIREDWITHALLTHESEFOR,VWCSQ EAXJO WZGPW WGTZF 
MUCHNESS,AHWHEREFOREWITHINFEC,MBYOR VWXAL GDVXZ AZZGJ 
QUERYING,THUSISHISCHEEKTHEMAP,JBYJG AUOIW LVCSG NUGEG 
RAINIEST,THOSEPARTSOFTHEETHAT,KHWFM TSKKS WSBLW XKHIG 
SATANISM,THATTHOUARTBLAMEDSHA,LHTTG PGGSR MBYIE QVSAA 
CLUCKING,NOLONGERMOURNFORMEWH,PZFQX ORXOZ OTXNB XOPQJ 
QUARTILE,OLESTTHEWORLDSHOULDT,EFEJM BSIMI RCWAS SKFDK 
INFANTRY,THATTIMEOFYEARTHOUMA,BUFTG BDCWS DENKK FWHRA 
WHITENER,BUTBECONTENTEDWHENTH,XBBUI PSEPL VMIQA YAUBA 
EARLIEST,SOAREYOUTOMYTHOUGHTS,WORCM CGNXO DJBLG NKHKD 
ENERGIES,WHYISMYVERSESOBARREN,AUCZY UCNIE WVYWF SVEIE 
SNUFFING,THYGLASSWILLSHOWTHEE,LUSLQ IFYOV FQXPB CLUYJ 
CLEANSED,SOOFTHAVEIINVOKEDTHE,UZSFG ZEYGT MNIGO HFELE 
FUMAROLE,WHILSTIALONEDIDCALLU,BBULJ HTEQI ZEUWO GFFXU 
CLOSEUPS,OHOWIFAINTWHENIOFYOU,QSCOM ZPAPE KZIHX GHJCM 
OVERLAPS,ORISHALLLIVEYOUREPIT,CMMJS AADZD ZVJOJ JSKMK 
MIGHTIER,IGRANTTHOUWERTNOTMAR,UOXHG BXYAC CLKBR FFUGY 
REQUIEMS,INEVERSAWTHATYOUDIDP,ZRUPM VESNX XUBCA MUMTJ 
EXEMPTED,WHOISITTHATSAYSMOSTW,AESUH BXWLX XEPRW PSPXI 
RESERVED,MYTONGUETIEDMUSEINMA,DCLSE BYHKM WHDPW HZREE 
HUMMABLE,WASITTHEPROUDFULLSAI,DUEUT USIWL AGDGF PSMMU 
IMBECILE,FAREWELLTHOUARTTOODE,NMSIY MWPBT PYCZE XWAEI 
SUPPLANT,WHENTHOUSHALTBEDISPO,OBTCE HBNKB PAEBR WAMED 
BUBBLING,SAYTHATTHOUDIDSTFORS,TUZUS IGZII VETLF ZGIST 
GUTTURAL,THENHATEMEWHENTHOUWI,ZBXGB RTPSY PAYET SUOPB 
UNDERLIE,SOMEGLORYINTHEIRBIRT,MBPIX WWVSV QXYPQ VVVUX 
IRRITANT,BUTDOTHYWORSTTOSTEAL,JLKLH TUREF IAMTB LBVRT 
BANDAGED,SOSHALLILIVESUPPOSIN,TOFKA RPLMI IHSAT SPSVQ 
DRUGGIST,THEYTHATHAVEPOWERTOH,WYYEZ PSMKR PKVWO XUKIN 
FRESHMEN,HOWSWEETANDLOVELYDOS,MFAKD QIGFE HDVHI YDUSK 
THUGGISH,SOMESAYTHYFAULTISYOU,LVGKY IQAAF ZGATL PLFIA 
DETOURED,HOWLIKEAWINTERHATHMY,KSPZC BIDZM GHYIL DWLFM 
MANIFOLD,FROMYOUHAVEIBEENABSE,RRBUD CFKMV RQGSP QMBFM 
SUBURBIA,THEFORWARDVIOLETTHUS,LBFZF SEAJX WCFMM TLBVM 
ACOLYTES,WHEREARTTHOUMUSETHAT,WJSCC TVLTJ CFKNW WTJOE 
FREEFALL,OTRUANTMUSEWHATSHALL,TKVYF NEXZJ IAMAE DMRPP 
FULLSTOP,MYLOVEISSTRENGTHENDT,RSWZN XWHXN CPFZH WJHOE 
BUZZARDS,ALACKWHATPOVERTYMYMU,BFZBK NKSUJ NUEIW QNSLT 
BRAGGING,TOMEFAIRFRIENDYOUNEV,UFMKL IVXGI IKTLL UVEEB 
POCKETED,LETNOTMYLOVEBECALLDI,ASVXS MQBAC XOFXG DAZFS 
STOLIDLY,WHENINTHECHRONICLEOF,OASYQ QEFWV VCWQT ADXCQ 
PLATFORM,WHENINTHECHRONICLEOF,LSEGN BKTTN HKTBZ OAPOY 
APERITIF,NOTMINEOWNFEARSNORTH,NDXDQ GMTWC JVIKA SOGXY 
EULOGIES,WHATSINTHEBRAINTHATI,ABLHY QRLLY MFGQR LLUEW 
QUIETING,ONEVERSAYTHATIWASFAL,EHMZX ZFGON PEMQJ GIZIP 
GRANNIES,ALASTISTRUEIHAVEGONE,GCAFG QWLXL EVUIZ WMFNR 
IMPROVER,OFORMYSAKEDOYOUWITHF,WRDIA TWRSQ SFMJY NQFWW 
ITALIANS,YOURLOVEANDPITYDOTHT,GHUCT OIWIG DAQTL VWMHE 
STEADILY,SINCEILEFTYOUMINEEYE,KBRCH QWCXM COXUT LWXCE 
RECOUPLE,ORWHETHERDOTHMYMINDB,FVYVY ISIIH QHBBJ QZRFP 
EXPENSES,THOSELINESTHATIBEFOR,XEDWR DMFIP ILNLM TICDV 
TRANSMIT,LETMENOTTOTHEMARRIAG,EVTZW ZWMMF TUWYI KKZAT 
INTERIOR,ACCUSEMETHUSTHATIHAV,IPVYJ MAVBU NWKPO KQUTZ 
SPANNERS,LIKEASTOMAKEOURAPPET,DXKRN WKGEP KRBYI SHEEG 
FORTUNES,WHATPOTIONSHAVEIDRUN,BVRMJ BXATB JAUII AIFLG 
LINKAGES,THATYOUWEREONCEUNKIN,EPNDY UYOPZ RYNII MYSVX 
CROPPERS,TISBETTERTOBEVILETHA,VZGQT XKWTK CQTZZ DGKVP 
MUTINIED,THYGIFTTHYTABLESAREW,FBROV NXWTS MIOTI VMLXE 
CITADELS,NOTIMETHOUSHALTNOTBO,PWMIP IEZQC LHDPE FQBUO 
REAGENTS,IFMYDEARLOVEWEREBUTT,ZJMEH RTJCS VKARK WSYTZ 
EXTENDER,WERETAUGHTTOMEIBORET,ABKIG DYXLQ MSZHM SSOXX 
DEARNESS,OTHOUMYLOVELYBOYWHOI,RXHFH QQDRZ ECLFG QZLOZ 
EPHEMERA,INTHEOLDAGEBLACKWASN,MCALQ SCDEV LFXET KAPZR 
MALADIES,HOWOFTWHENTHOUMYMUSI,TOHOI BAZQN EHRCQ QYUDI 
POLECATS,THEEXPENSEOFSPIRITIN,IVPIZ PXFHS ZJUPB JXHTR 
PREVAILS,MYMISTRESSEYESARENOT,BPQDS BCWHJ ITEAL JTESO 
OUTFOXED,THOUARTASTYRANNOUSSO,HBHZO OXDGN RWOKR RIMLT 
JAMAICAN,THINEEYESILOVEANDTHE,CHUNM GYRBI XODGA AMTTE 
WHODUNIT,BESHREWTHATHEARTTHAT,XLGKL REMDH HKYNZ MPOOW 
SUBPOENA,SONOWIHAVECONFESSDTH,KIODK MUANY DDBJR SKXUW 
URBANISE,WHOEVERHATHHERWISHTH,QYPEI MJLUK IHRZO MMYUH 
RELEASES,IFTHYSOULCHEQUETHEET,ZJELY KSMCG SIQMI LYIPX 
ANTENNAE,THOUBLINDFOOLLOVEWHA,TUHYO YIRDS HSYYO ZEJAE 
DIVISION,WHENMYLOVESWEARSTHAT,ZPZVE GZBYM NEWIF FWPVB 
OBSERVES,OCALLNOTMETOJUSTIFYT,CDSPC ISLAF LSAPW LWGQX 
HECTARES,BEWISEASTHOUARTCRUEL,IIYBS VEKAL QNAIX UYYGE 
RAZORING,INFAITHIDONOTLOVETHE,ZNEOZ BUOUO MCKTB BVTGS 
PINCHING,LOVEISMYSINANDTHYDEA,AWIGP AZEHQ ACULG NNLRC 
OPTIMIST,LOASACAREFULHOUSEWIF,ZDTAM KSKSU NTTWM LSLBN 
COERCIVE,TWOLOVESIHAVEOFCOMFO,VKSCQ DZWKV EMGWA GQAJF 
BONANZAS,THOSELIPSTHATLOVESOW,UVBSR KIHTH UAGKO NFGBW 
HEARABLE,POORSOULTHECENTREOFM,WSOIS PFPAL ETEOE VLSFD 
PROBABLE,MYLOVEISASAFEVERLONG,BPZPV FTWPJ OGEWP VAFBH 
THORACIC,OMEWHATEYESHATHLOVEP,HTSNH CBGRL GYAVP NHCSG 
CONVERGE,CANSTTHOUOCRUELSAYIL,EOANX KNSWC PMYVR WCMVG 
SPLATTER,OFROMWHATPOWERHASTTH,GUCOF PLRLE ZWXKL RKIEH 
HUMANELY,LOVEISTOOYOUNGTOKNOW,SIHEV WEMVS AUAKE MRHAW 
RENEGADE,INLOVINGTHEETHOUKNOW,ZRYSB IQKKL RIZHR YBRBA 
ECLIPSED,CUPIDLAIDBYHISBRANDA,GWAQS DELHD JPXKF UEPOI 
STICKLER,THELITTLELOVEGODLYIN,LAMNS EXCWE WXORS UDRQP 
CASTAWAY,FROMFAIRESTCREATURES,HRGFF WIPGS LVRAA RWRWL 
WONDROUS,WHENFORTYWINTERSSHAL,SVRQW CLLUK VQKSL KOVNO 
BOOKWORM,LOOKINTHYGLASSANDTEL,MCCUE BKTZU ZKOGR ZEHSV 
MISOGYNY,UNTHRIFTYLOVELINESSW,GVLVX GSRKT GJKJV LQAKK 
SORENESS,THOSEHOURSTHATWITHGE,LVFWR LGMJG KLNXO ALVXI 
SAVAGERY,THENLETNOTWINTERSRAG,LHZNR IKLGT RITXV PKRVG 
WELLTODO,LOINTHEORIENTWHENTHE,HSTYM VHCNM PYMKK SJXSP 
LACROSSE,MUSICTOHEARWHYHEARST,XUUZQ LGLPA TNVQZ ILRUK 
